,signals,avgFilter,stdFilter
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,0.0,0.0,0.0
9,0.0,0.0,0.0
10,0.0,0.0,0.0
11,0.0,0.0,0.0
12,0.0,0.0,0.0
13,0.0,0.0,0.0
14,0.0,0.0,0.0
15,0.0,0.0,0.0
16,0.0,0.0,0.0
17,0.0,0.0,0.0
18,0.0,0.0,0.0
19,0.0,0.0,0.0
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,1.7921835883669706,0.7816985115941513
30,0.0,1.7921835883669706,0.7816985115941513
31,0.0,1.793590995774378,0.7811259624217785
32,0.0,1.8000633629241365,0.7775747506444124
33,0.0,1.8017947354731565,0.7765265719572205
34,0.0,1.7685386925881659,0.7560889557608834
35,0.0,1.772249016474806,0.7544655123293353
36,0.0,1.7710129598299256,0.7552755568849951
37,0.0,1.7423970868140524,0.7725247524267784
38,0.0,1.6857356582426237,0.6960369923343348
39,0.0,1.6972942366739963,0.6975959266729121
40,0.0,1.7232379208845225,0.700890229659608
41,0.0,1.721842764189366,0.7014387894137432
42,0.0,1.7399751171305424,0.7045495780267872
43,0.0,1.7514711488765744,0.6998963908056329
44,0.0,1.7400092441146695,0.7066028643061373
45,0.0,1.7624000004171907,0.7016494201658807
46,0.0,1.735900833750524,0.711336357138004
47,0.0,1.7285809924806828,0.715607134299408
48,0.0,1.7171143258140158,0.7210480869146825
49,0.0,1.7172683219153806,0.7209586672524334
50,0.0,1.6636773695344282,0.7157766672111012
51,0.0,1.6584487981058564,0.7198239970966993
52,0.0,1.6498859775930361,0.7231557119638442
53,0.0,1.6337137553708136,0.7290738216328504
54,0.0,1.6457720009848489,0.7245001474756011
55,0.0,1.6819948080023928,0.7478939505155405
56,0.0,1.7200925857801708,0.7662858781918418
57,0.0,1.6926036502059412,0.7672466637229964
58,0.0,1.6900290710813621,0.7681182224266425
59,0.0,1.6079918161794013,0.590808131349416
60,0.0,1.5414415185603538,0.44933082517636813
61,0.0,1.5355986844218672,0.45101876809098945
62,0.0,1.5404685394943312,0.4510330049803041
63,0.0,1.567604705071673,0.4634647201503431
64,0.0,1.5500959331418482,0.4658844592537712
65,0.0,1.5453062645258637,0.46715720352345025
66,0.0,1.5546044126740122,0.46412009597141113
67,0.0,1.5723023293406788,0.4473839555349588
68,0.0,1.556253916642266,0.4455740541110486
69,0.0,1.543280305531155,0.43928403334099086
70,0.0,1.521961166775174,0.4226729384054165
71,0.0,1.5329920642110717,0.42433757843381065
72,0.0,1.5125791012481085,0.409924785633623
73,0.0,1.5175775606318622,0.4122814620653782
74,0.0,1.5160997828540845,0.4136293981331493
75,0.0,1.5059691455991824,0.4070051315798823
76,0.0,1.5088094354542547,0.40440511292786435
77,0.0,1.5255105465653662,0.40189978925502284
78,0.0,1.525047801467327,0.40227062082456927
79,0.0,1.526944292695397,0.40134218292708973
80,0.0,1.5385485784096824,0.3895273136947546
81,0.0,1.5432731398131914,0.3841160836365924
82,0.0,1.5489633358916228,0.3809063822231122
83,0.0,1.5707648510431378,0.37517740792559695
84,0.0,1.5790023197148166,0.3772274735787382
85,0.0,1.5311828460306063,0.32102951950780084
86,0.0,1.4937870126972728,0.2466460113703864
87,0.0,1.4903132031734634,0.25051616543489236
88,0.0,1.4913754041304013,0.2501678444356039
89,0.0,1.4718013300563273,0.24126161526290305
90,0.0,1.4726192467229942,0.24201347043563362
91,0.0,1.4864826195820189,0.24481705339607612
92,0.0,1.483557791995812,0.2438173501901381
93,0.0,1.4536837179217381,0.21043147305201554
94,0.0,1.4550733730941519,0.20909634167959437
95,0.0,1.4564928662715397,0.20853482833005432
96,0.0,1.4364458577245311,0.22781604323930427
97,1.0,1.4374615774215007,0.22770999334881323
98,1.0,1.4632538808125541,0.2605097546089798
99,1.0,1.5307549183070646,0.4629973984422825
100,0.0,1.6011066546542319,0.6003450756221184
101,0.0,1.6310573336665777,0.6290927592485573
102,0.0,1.6315536299628741,0.6290038036429852
103,0.0,1.7382427367166868,0.870771965137956
104,0.0,1.7985625283833537,0.8882194721361282
105,0.0,1.832729338728181,0.900605198738869
106,0.0,1.9545757155397752,1.0403052004117792
107,0.0,1.931604604428664,1.0530443421452835
108,0.0,1.986881142630152,1.0565043375790597
109,0.0,1.9789102849303466,1.0621080723303389
110,0.0,1.988961951597013,1.0570901927595586
111,0.0,2.064446914003028,1.0764997721566036
112,0.0,2.0709371100814598,1.0731506898675098
113,0.0,2.0550337430780927,1.080740839216203
114,0.0,2.083669457363807,1.0847675575829303
115,0.0,2.0842351716495213,1.0843359939492467
116,0.0,2.0705268383161877,1.0939880569094498
117,0.0,2.2743101716495207,1.4252136477196444
118,0.0,2.2743581979653107,1.4251850405214737
119,0.0,2.2710954299341215,1.4275226034656516
120,0.0,2.267966170674862,1.4288588678204195
121,0.0,2.2447377615839526,1.4429014324339886
122,0.0,2.23419370028127,1.449266667415059
123,0.0,2.2400979737855446,1.4457006155972922
124,0.0,2.2474011757559884,1.4413470385984442
125,0.0,2.244508915694069,1.4431415910419993
126,0.0,2.319546479796633,1.4316284116491984
127,0.0,2.3625106212107743,1.423558080805345
128,0.0,2.3592548257562282,1.4241572751704674
129,0.0,2.295160732706163,1.4103149583569126
130,0.0,2.237709523368218,1.3885160422620655
131,0.0,2.2009749554669833,1.3915549015468835
132,0.0,2.2136100431862813,1.3870825592899665
133,0.0,2.116030413556652,1.2881591874010225
