,signals,avgFilter,stdFilter
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,0.0,0.0,0.0
9,0.0,0.0,0.0
10,0.0,0.0,0.0
11,0.0,0.0,0.0
12,0.0,0.0,0.0
13,0.0,0.0,0.0
14,0.0,0.0,0.0
15,0.0,0.0,0.0
16,0.0,0.0,0.0
17,0.0,0.0,0.0
18,0.0,0.0,0.0
19,0.0,0.0,0.0
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.3100629226973215,0.21471417534610515
30,0.0,0.3100629226973215,0.21471417534610515
31,0.0,0.32553287707109796,0.21862337683973673
32,0.0,0.3251328770710979,0.2189969113993766
33,0.0,0.32453287707109796,0.21942344144359718
34,0.0,0.316032877071098,0.22122828834749048
35,0.0,0.31793287707109796,0.21989752302445387
36,0.0,0.3154828770710979,0.22161726970148016
37,0.0,0.330069498111541,0.22572727615470936
38,0.0,0.3201745437377646,0.2199074583712666
39,0.0,0.32446343262665345,0.21615054416140925
40,0.0,0.3397833870004299,0.21915438302825072
41,0.0,0.33835005366709653,0.2205987342033419
42,0.0,0.35220334137420634,0.22381089525680908
43,0.0,0.33489672033376316,0.22369879836884757
44,0.0,0.32411338700042985,0.22888127136666303
45,0.0,0.3075184326266534,0.22597287344131362
46,0.0,0.30483509929332,0.228264057271345
47,0.0,0.30752398818220894,0.22633764404196574
48,0.0,0.2930540338084325,0.2206885222609734
49,0.0,0.30829065484887563,0.22583269150149726
50,0.0,0.30805732151554227,0.22601825681117474
51,0.0,0.29225403380843246,0.22125589328157036
52,0.0,0.29225403380843246,0.22125589328157036
53,0.0,0.2770174127679894,0.21486856862655018
54,0.0,0.27957070047509913,0.21826411147580302
55,0.0,0.2648507461013227,0.21060404645495095
56,0.0,0.2525307917275462,0.200958613884183
57,0.0,0.25993079172754624,0.1996570779528852
58,0.0,0.2594307917275463,0.1999678213323634
59,0.0,0.25609745839421294,0.20137582708826934
60,0.0,0.2744840794346561,0.20709330963892225
61,0.0,0.2604307917275463,0.1983345691459012
62,0.0,0.26318079172754627,0.19686554920500632
63,0.0,0.2779807917275462,0.20507084880268425
64,0.0,0.2761474583942129,0.20648354612545594
65,0.0,0.27294745839421286,0.20851225036977145
66,0.0,0.27636968061643513,0.20689218674904128
67,0.0,0.2619997262426587,0.19839223503395872
68,0.0,0.2718946806164351,0.2076156694575756
69,0.0,0.27125579172754627,0.20787858441394208
70,0.0,0.2612491706871031,0.19861036324963083
71,0.0,0.2644825040204365,0.19667395347443087
72,0.0,0.24818477186888224,0.18787566904116845
73,0.0,0.25254921631332666,0.1855498308141796
74,0.0,0.2593714385355489,0.18203737789627117
75,0.0,0.27596639290932534,0.18989075317876503
76,0.0,0.3015663929093254,0.21123649974812875
77,0.0,0.31254417068710316,0.2133709009671787
78,0.0,0.3138941706871031,0.21259462509360488
79,0.0,0.30820754964666003,0.2069493042317449
80,0.0,0.32419417068710316,0.2106700375054224
81,0.0,0.3284275040204365,0.207994309889175
82,0.0,0.3207908829799934,0.2018287043793604
83,0.0,0.3360275040204366,0.20539370702425022
84,0.0,0.3360275040204366,0.20539370702425022
85,0.0,0.3377108373537699,0.20417204430867514
86,0.0,0.3319441706871032,0.2093685766542327
87,0.0,0.33369417068710316,0.20958103156730204
88,0.0,0.3495807917275463,0.2114421793950839
89,0.0,0.3585474583942129,0.20730672585467264
90,0.0,0.3585474583942129,0.20730672585467264
91,0.0,0.3726007461013227,0.2092113588513735
92,0.0,0.37935074610132274,0.2067047292639196
93,0.0,0.36903963499021164,0.20292197914996804
94,0.0,0.37437296832354494,0.1975764722948223
95,0.0,0.373922968323545,0.19822656374955877
96,0.0,0.3701174127679894,0.20205674667794374
97,0.0,0.3699507461013226,0.2022208534529009
98,0.0,0.36995074610132267,0.20222085345290092
99,0.0,0.3657007461013227,0.20751245122421177
100,0.0,0.35767074610132266,0.21427984855200014
101,0.0,0.3621929683235449,0.21217813836895905
102,0.0,0.3631929683235449,0.2110817609325907
103,0.0,0.3584818572124338,0.21583071232772086
104,0.0,0.3698462560306547,0.2194839364500369
105,0.0,0.35312630165687825,0.2200687385995542
106,0.0,0.33305963499021163,0.20141461591499224
107,0.0,0.3184596349902115,0.203703777200861
108,0.0,0.31770963499021154,0.20413899871994898
109,0.0,0.32339625603065464,0.20960229335144445
110,0.0,0.32339625603065475,0.20960229335144445
111,0.0,0.3196195893639881,0.2117651786475421
112,0.0,0.3272562104044312,0.2176905771350551
113,0.0,0.3272562104044312,0.21769057713505513
114,0.0,0.30973625603065474,0.215806972762565
115,0.0,0.3189862560306548,0.2174249094661772
116,0.0,0.3185195893639881,0.21799027650538189
117,0.0,0.3103529226973214,0.21994594676736726
118,0.0,0.2911663016568783,0.21854227068644164
119,0.0,0.28494130165687825,0.2182409509175903
120,0.0,0.2692713472831018,0.21149930910251313
121,0.0,0.25675139290932536,0.2021908050055331
122,0.0,0.25408472624265876,0.2008067510813754
123,0.0,0.24666250402043652,0.20326959196729585
124,0.0,0.24151805957599207,0.2050399789186941
125,0.0,0.2474013929093254,0.20288496373443554
126,0.0,0.24888472624265873,0.2020615642969104
127,0.0,0.2512680595759921,0.20152031318599128
128,0.0,0.2412147718688823,0.1908851960203858
129,0.0,0.2483258829799934,0.18753641245270367
130,0.0,0.2663625040204365,0.19477399321834482
131,0.0,0.25820694846488096,0.19710286101623506
132,0.0,0.2590597262426587,0.1966689700642946
