,signals,avgFilter,stdFilter
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,0.0,0.0,0.0
9,0.0,0.0,0.0
10,0.0,0.0,0.0
11,0.0,0.0,0.0
12,0.0,0.0,0.0
13,0.0,0.0,0.0
14,0.0,0.0,0.0
15,0.0,0.0,0.0
16,0.0,0.0,0.0
17,0.0,0.0,0.0
18,0.0,0.0,0.0
19,0.0,0.0,0.0
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.08607790202004689,0.04121292037252817
30,0.0,0.08607790202004689,0.04121292037252817
31,0.0,0.0878530190612454,0.04149067157625655
32,0.0,0.08780215464788098,0.04153448015569985
33,0.0,0.08907699416702199,0.04118413728048042
34,0.0,0.09075546037473535,0.041365126117869626
35,0.0,0.0919363175175925,0.0414672347434645
36,0.0,0.0919478739498011,0.04146095985550671
37,0.0,0.09259630921885993,0.040864828999557505
38,0.0,0.08851041931009726,0.041110099036143995
39,0.0,0.08657566964437152,0.042249264359520804
40,0.0,0.08641938701546499,0.042107249067846346
41,0.0,0.0842445351410158,0.041439748941639064
42,0.0,0.07883085067733134,0.024248420279912086
43,0.0,0.07830757907239308,0.024665000095715726
44,0.0,0.07697159890618034,0.02471004833599082
45,0.0,0.07539372517181465,0.024167050548478775
46,0.0,0.07515237538870384,0.024241234843947537
47,0.0,0.07397938038761713,0.02473407926881426
48,0.0,0.07443305938498929,0.024954077801706262
49,0.0,0.07358131809145695,0.0257237612626159
50,0.0,0.07498868284147159,0.02630196559882421
51,0.0,0.07632035553327166,0.026525514007957322
52,0.0,0.07522428933941823,0.027150018638979947
53,0.0,0.07472933108062278,0.027496730050086734
54,0.0,0.07474320059529874,0.027501242894168762
55,0.0,0.07540424723187727,0.027733555218533684
56,0.0,0.07354756752521731,0.027308207738152457
57,0.0,0.07304017435271652,0.027566691929468933
58,0.0,0.07354295363053631,0.027330454292509413
59,0.0,0.07259170427272957,0.02733207102263595
60,0.0,0.0732761101369271,0.027541762590520973
61,0.0,0.07232780038849944,0.026379767955400358
62,0.0,0.0744863357420348,0.027208057900269245
63,0.0,0.0739257062270709,0.026926771581736016
64,0.0,0.07224932841385098,0.025565632045158403
65,0.0,0.07091132841385098,0.024442446291316575
66,0.0,0.07717195003547261,0.04144510524592305
67,0.0,0.08045977939287645,0.044108880338608436
68,0.0,0.08207942411596943,0.042986775673231434
69,0.0,0.08330569407242808,0.04211304197022021
70,0.0,0.08120883839934559,0.04167404028458292
71,0.0,0.0808382055197119,0.04186085717774929
72,0.0,0.08039398887493346,0.04167633118689475
73,0.0,0.0815353579225525,0.0413299826195312
74,0.0,0.08219879613504681,0.04108610296686705
75,0.0,0.08525345276509338,0.042763236157360794
76,0.0,0.08661181800183301,0.04272052160939207
77,1.0,0.09604458443719463,0.06043248838819713
78,0.0,0.10796554420139969,0.08776142974444547
79,0.0,0.12020443309028857,0.10169340392959525
80,0.0,0.11870400385074728,0.10222139326294487
81,0.0,0.11762377419962101,0.10258325817466313
82,0.0,0.11910952419962101,0.10182674899803054
83,0.0,0.1201374311763652,0.10126198037832809
84,0.0,0.1195869996922495,0.10150210003662598
85,0.0,0.11841799851021644,0.10198286195341061
86,0.0,0.1191484203759324,0.10158892198530392
87,0.0,0.11963915578299848,0.10129708528832376
88,0.0,0.11960714882718833,0.1013135672413627
89,0.0,0.11980061148870078,0.10120265791077762
90,0.0,0.12102815729248327,0.10107649291623377
91,0.0,0.12094883725949018,0.10110047610261497
92,0.0,0.11988515670393461,0.10131388592604738
93,0.0,0.11978152669395031,0.10135684781501475
94,0.0,0.12072533848489586,0.10101318480530609
95,0.0,0.12072965947255017,0.10101112455459339
96,0.0,0.11440553289027168,0.09815394024426452
97,0.0,0.11215879888353768,0.09779143337946788
98,0.0,0.11153597489901158,0.09808266868678656
99,0.0,0.11212366720670387,0.09788927100586446
100,0.0,0.11839811969776053,0.10032237692424074
101,0.0,0.12327723660672557,0.1006506224842956
102,0.0,0.12301836538192679,0.10074247093013398
103,0.0,0.12324343777574917,0.1006658919556805
104,0.0,0.12314049659927857,0.10071503185109902
105,0.0,0.12049364939800215,0.10095011105368264
106,0.0,0.11951103290022848,0.10123954109048482
107,0.0,0.11116104379564197,0.09360460079704554
108,0.0,0.09891102877296988,0.06924762257744671
109,0.0,0.08717592635211324,0.03991482821874389
110,0.0,0.0868279867356302,0.04018545810233878
111,0.0,0.08733963361717673,0.040035546522205104
112,0.0,0.08672809376210427,0.040151383751011765
113,0.0,0.08708417484318537,0.040130848733254475
114,0.0,0.08701729489822492,0.040165289790979254
115,0.0,0.08653931870774874,0.04057168482380602
116,0.0,0.08549768472082064,0.041254005007979135
117,0.0,0.08467219242907302,0.04187050670232062
118,0.0,0.08492377252732367,0.04178601173031546
119,0.0,0.08550015389497727,0.04162001724214815
120,0.0,0.08463172936679998,0.040982060569519904
121,0.0,0.08360988352463795,0.041235971786855036
122,0.0,0.08283475037927454,0.04143648713483511
123,0.0,0.08258960657299778,0.04149632137948077
124,0.0,0.08163712664706829,0.041469541927436564
125,0.0,0.0819152130668214,0.04143616550945645
126,0.0,0.08309200631576653,0.04151687089714544
127,0.0,0.082127440788701,0.04155610044353923
128,0.0,0.08186574457120692,0.041739660408497546
129,0.0,0.0811138695712069,0.04181826788460727
130,0.0,0.07970542418314369,0.036561367872496045
131,0.0,0.07736512536159484,0.030476927376763198
132,0.0,0.07778272480655324,0.030644009695921594
