datetime,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,ts,stime,hours,url6,url7,url8
2015-06-16 09:11:00,5220.0,5220.0,54486.0,533.4825000762941,2.5425,9.0,,,
2015-06-16 09:12:00,,,,,2.1251945811559407,,,,
2015-06-16 09:13:00,6831.0,6831.0,56097.0,681.3450000286099,7.6415000000000015,9.0,,,
2015-06-16 09:14:00,,,,,2.1251945811559407,,,,
2015-06-16 09:15:00,7664.0,7664.0,56930.0,781.9010000228882,0.038,9.0,,,
2015-06-16 09:16:00,,,,,2.1251945811559407,,,,
2015-06-16 09:17:00,,,,,2.1251945811559407,,,,
2015-06-16 09:18:00,9116.0,9116.0,58384.0,981.111000061035,3.2960000000000003,9.0,,,
2015-06-16 09:19:00,9688.0,9688.0,58956.0,1030.94533332189,1.4523333333333337,9.0,,,
2015-06-16 09:20:00,,,,,2.1251945811559407,,,,
2015-06-16 09:21:00,,,,,2.1251945811559407,,,,
2015-06-16 09:22:00,,,,,2.1251945811559407,,,,
2015-06-16 09:23:00,,,,,2.1251945811559407,,,,
2015-06-16 09:24:00,13009.0,13009.0,62277.0,1341.8150000572198,0.8095,9.0,,,
2015-06-16 09:25:00,,,,,2.1251945811559407,,,,
2015-06-16 09:26:00,,,,,2.1251945811559407,,,,
2015-06-16 09:27:00,14164.0,14164.0,63432.0,1511.24099993706,2.39,9.0,,,
2015-06-16 09:28:00,,,,,2.1251945811559407,,,,
2015-06-16 09:29:00,,,,,2.1251945811559407,,,,
2015-06-16 09:30:00,,,,,2.1251945811559407,,,,
2015-06-16 09:31:00,,,,,2.1251945811559407,,,,
2015-06-16 09:32:00,,,,,2.1251945811559407,,,,
2015-06-16 09:33:00,,,,,2.1251945811559407,,,,
2015-06-16 09:34:00,,,,,2.1251945811559407,,,,
2015-06-16 09:35:00,17898.0,17898.0,67166.0,1978.7880001068106,1.916,9.0,,,
2015-06-16 09:36:00,,,,,2.1251945811559407,,,,
2015-06-16 09:37:00,,,,,2.1251945811559407,,,,
2015-06-16 09:38:00,,,,,2.1251945811559407,,,,
2015-06-16 09:39:00,19829.0,19829.0,69097.0,2211.85299992561,2.77,9.0,,,
2015-06-16 09:40:00,,,,,2.1251945811559407,,,,
2015-06-16 09:41:00,,,,,2.1251945811559407,,,,
2015-06-16 09:42:00,,,,,2.1251945811559407,,,,
2015-06-16 09:43:00,,,,,2.1251945811559407,,,,
2015-06-16 09:44:00,,,,,2.1251945811559407,,,,
2015-06-16 09:45:00,23086.0,23086.0,72354.0,2604.43599998951,1.414,9.0,,,
2015-06-16 09:46:00,,,,,2.1251945811559407,,,,
2015-06-16 09:47:00,24217.0,24217.0,73485.0,2728.5030000209804,0.591,9.0,,,
2015-06-16 09:48:00,24656.0,24656.0,73924.0,2784.67300009727,0.5870000000000001,9.0,,,
2015-06-16 09:49:00,,,,,2.1251945811559407,,,,
2015-06-16 09:50:00,,,,,2.1251945811559407,,,,
2015-06-16 09:51:00,,,,,2.1251945811559407,,,,
2015-06-16 09:52:00,,,,,2.1251945811559407,,,,
2015-06-16 09:53:00,27332.0,27332.0,76600.0,3052.2810000181203,0.813,9.0,,,
2015-06-16 09:54:00,28127.0,28127.0,77395.0,3150.1129999160803,6.515,9.0,,,
2015-06-16 09:55:00,,,,,2.1251945811559407,,,,
2015-06-16 09:56:00,,,,,2.1251945811559407,,,,
2015-06-16 09:57:00,,,,,2.1251945811559407,,,,
2015-06-16 09:58:00,29956.0,29956.0,79224.0,3340.37299990654,0.189,9.0,,,
2015-06-16 09:59:00,,,,,2.1251945811559407,,,,
2015-06-16 10:00:00,,,,,2.1251945811559407,,,,
2015-06-16 10:01:00,,,,,2.1251945811559407,,,,
2015-06-16 10:02:00,32180.0,32180.0,81448.0,3626.9910000562654,0.3935,10.0,,,
2015-06-16 10:03:00,,,,,2.1251945811559407,,,,
2015-06-16 10:04:00,33268.0,33268.0,82536.0,3753.6440000534053,0.2035,10.0,,,
2015-06-16 10:05:00,33503.0,33503.0,82771.0,3787.742499947545,1.2235,10.0,,,
2015-06-16 10:06:00,,,,,2.1251945811559407,,,,
2015-06-16 10:07:00,,,,,2.1251945811559407,,,,
2015-06-16 10:08:00,,,,,2.1251945811559407,,,,
2015-06-16 10:09:00,,,,,2.1251945811559407,,,,
2015-06-16 10:10:00,36220.0,36220.0,85488.0,4118.56299996376,0.166,10.0,,,
2015-06-16 10:11:00,,,,,2.1251945811559407,,,,
2015-06-16 10:12:00,,,,,2.1251945811559407,,,,
2015-06-16 10:13:00,,,,,2.1251945811559407,,,,
2015-06-16 10:14:00,,,,,2.1251945811559407,,,,
2015-06-16 10:15:00,,,,,2.1251945811559407,,,,
2015-06-16 10:16:00,,,,,2.1251945811559407,,,,
2015-06-16 10:17:00,,,,,2.1251945811559407,,,,
2015-06-16 10:18:00,,,,,2.1251945811559407,,,,
2015-06-16 10:19:00,,,,,2.1251945811559407,,,,
2015-06-16 10:20:00,,,,,2.1251945811559407,,,,
2015-06-16 10:21:00,,,,,2.1251945811559407,,,,
2015-06-16 10:22:00,,,,,2.1251945811559407,,,,
2015-06-16 10:23:00,,,,,2.1251945811559407,,,,
2015-06-16 10:24:00,43208.0,43208.0,92476.0,4919.79200005531,45.82899999999999,10.0,,,
2015-06-16 10:25:00,,,,,2.1251945811559407,,,,
2015-06-16 10:26:00,,,,,2.1251945811559407,,,,
2015-06-16 10:27:00,,,,,2.1251945811559407,,,,
2015-06-16 10:28:00,,,,,2.1251945811559407,,,,
2015-06-16 10:29:00,,,,,2.1251945811559407,,,,
2015-06-16 10:30:00,,,,,2.1251945811559407,,,,
2015-06-16 10:31:00,,,,,2.1251945811559407,,,,
2015-06-16 10:32:00,,,,,2.1251945811559407,,,,
2015-06-16 10:33:00,,,,,2.1251945811559407,,,,
2015-06-16 10:34:00,49512.5,49512.5,98780.5,5544.914999961856,9.212,10.0,,,
2015-06-16 10:35:00,49749.0,49749.0,99017.0,5560.549999952321,0.919,10.0,,,
2015-06-16 10:36:00,,,,,2.1251945811559407,,,,
2015-06-16 10:37:00,,,,,2.1251945811559407,,,,
2015-06-16 10:38:00,51077.0,51077.0,100345.0,5754.70399999619,0.162,10.0,,,
2015-06-16 10:39:00,,,,,2.1251945811559407,,,,
2015-06-16 10:40:00,,,,,2.1251945811559407,,,,
2015-06-16 10:41:00,,,,,2.1251945811559407,,,,
2015-06-16 10:42:00,,,,,2.1251945811559407,,,,
2015-06-16 10:43:00,54407.0,54407.0,103675.0,6092.65199995041,1.218,10.0,,,
2015-06-16 10:44:00,,,,,2.1251945811559407,,,,
